make;model;price;fuel;year;kms;power;doors;shift;color;province
ABARTH;124 Spider;27990;Gasolina;2018;4354;170;2;Manual;Rojo;Las Palmas
ABARTH;124 Spider;28990;Gasolina;2018;23400;170;2;Automatico;Negro;Avila
ABARTH;500;26990;Gasolina;2021;1;165;3;Manual;Negro;Valladolid
ABARTH;500;30100;Gasolina;2021;0;165;3;Manual;Negro;Lleida
ABARTH;500;28300;Gasolina;2020;5;180;3;Manual;Rojo;Avila
ABARTH;500;25815;Gasolina;2020;10;165;3;Manual;Negro;Huesca
ABARTH;500;30990;Gasolina;2020;0;180;3;Automatico;Negro;Barcelona
ABARTH;500;20200;Gasolina;2020;0;145;3;Manual;Gris;Castellon
ABARTH;500;24500;Gasolina;2020;12000;180;3;Manual;Azul;Baleares
ABARTH;500;25490;Gasolina;2020;2251;180;3;Manual;Gris;Madrid
ABARTH;500;25950;Gasolina;2020;3200;180;3;Manual;Blanco;Cadiz
ABARTH;500;26200;Gasolina;2020;2256;180;3;Manual;Blanco;Sevilla
ABARTH;500;22800;Gasolina;2020;1;165;3;Automatico;Blanco;Pontevedra
ABARTH;500;23900;Gasolina;2020;5;165;3;Manual;Azul;Madrid
ABARTH;500;30600;Gasolina;2020;1;180;3;Automatico;Negro;Sevilla
ABARTH;500;28300;Gasolina;2020;5;180;3;Manual;Rojo;Salamanca
ABARTH;500;23559;Gasolina;2020;1;165;3;Manual;Azul;Sevilla
ABARTH;500;20990;Gasolina;2020;5;145;3;Manual;Blanco;Salamanca
ABARTH;500;20300;Gasolina;2020;13000;165;3;Manual;Rojo;Madrid
ABARTH;500;28300;Gasolina;2020;1;180;3;Manual;Verde;Salamanca
ABARTH;500;16875;Gasolina;2019;12000;145;3;Manual;Rojo;Barcelona
ABARTH;500;27500;Gasolina;2019;2023;180;3;Manual;Negro;Zaragoza
ABARTH;500;17790;Gasolina;2019;15489;145;3;Manual;Gris;Sevilla
ABARTH;500;18995;Gasolina;2019;22000;160;3;Manual;Blanco;Barcelona
ABARTH;500;24600;Gasolina;2019;9900;180;3;Manual;Verde;Madrid
ABARTH;500;18490;Gasolina;2019;4700;145;3;Manual;Blanco;Zaragoza
ABARTH;500;17400;Gasolina;2019;6500;165;3;Manual;Gris;Zaragoza
ABARTH;500;22900;Gasolina;2019;20300;180;3;Manual;Gris;Salamanca
ABARTH;500;25800;Gasolina;2019;2350;180;3;Automatico;Gris;Lleida
ABARTH;500;19500;Gasolina;2019;140000;145;3;Manual;Rojo;Madrid
ABARTH;500;17900;Gasolina;2019;2500;145;3;Manual;Azul;La Rioja
ABARTH;500;15490;Gasolina;2019;25000;145;3;Manual;Gris;Las Palmas
ABARTH;500;17000;Gasolina;2019;30000;160;3;Manual;Negro;Murcia
ABARTH;500;17000;Gasolina;2019;32000;160;3;Manual;Gris;Baleares
ABARTH;500;23000;Gasolina;2019;15000;180;3;Automatico;Negro;Alicante
ABARTH;500;27890;Gasolina;2018;26000;180;3;Automatico;Gris;Malaga
ABARTH;500;17600;Gasolina;2018;16024;165;3;Manual;Amarillo;Malaga
ABARTH;500;15000;Gasolina;2018;26000;145;3;Manual;Negro;Sevilla
ABARTH;500;21500;Gasolina;2018;44000;180;3;Manual;Gris;Baleares
ABARTH;500;18290;Gasolina;2018;25000;160;3;Manual;Rojo;Sevilla
ABARTH;500;18290;Gasolina;2018;25000;160;3;Manual;Rojo;Madrid
ABARTH;500;16900;Gasolina;2018;22400;160;3;Manual;Gris;Baleares
ABARTH;500;20990;Gasolina;2018;13994;180;3;Manual;Azul;Madrid
ABARTH;500;17990;Gasolina;2018;14036;165;3;Manual;Azul;Las Palmas
ABARTH;500;21000;Gasolina;2018;26000;180;3;Manual;Gris;Barcelona
ABARTH;500;20299;Gasolina;2018;23812;180;3;Automatico;Gris;Madrid
ABARTH;500;19400;Gasolina;2018;25400;160;3;Manual;Negro;Zaragoza
ABARTH;500;17000;Gasolina;2018;40000;165;3;Manual;Rojo;Las Palmas
ABARTH;500;24500;Gasolina;2018;9300;180;3;Automatico;Gris;Baleares
ABARTH;500;15500;Gasolina;2018;29500;145;3;Manual;Negro;Vizcaya
ABARTH;500;15900;Gasolina;2017;31800;140;3;Manual;Azul;Madrid
ABARTH;500;17500;Gasolina;2017;15300;165;3;Manual;Blanco;Lugo
ABARTH;500;15100;Gasolina;2017;49569;145;3;Manual;Gris;Barcelona
ABARTH;500;14999;Gasolina;2017;22000;165;3;Manual;Azul;Sevilla
ABARTH;500;18600;Gasolina;2017;32500;165;3;Automatico;Blanco;Alava
ABARTH;500;21990;Gasolina;2017;5000;180;3;Manual;Amarillo;Las Palmas
ABARTH;500;12990;Gasolina;2016;78000;140;3;Manual;Beige;Valencia
ABARTH;500;13950;Gasolina;2016;26000;145;3;Manual;Rojo;Las Palmas
ABARTH;500;15990;Gasolina;2016;56000;140;3;Manual;Azul;Las Palmas
ABARTH;500;16990;Gasolina;2016;51929;140;3;Manual;Blanco;Barcelona
ABARTH;500;16490;Gasolina;2016;90000;180;3;Manual;Rojo;Valencia
ABARTH;500;16990;Gasolina;2016;51929;140;3;Manual;Blanco;Valencia
ABARTH;500;12800;Gasolina;2015;40000;135;3;Manual;Negro;Asturias
ABARTH;500;13500;Gasolina;2015;39000;140;3;Automatico;Gris;Barcelona
ABARTH;500;12800;Gasolina;2015;86000;135;3;Manual;Gris;Valencia
ABARTH;500;12000;Gasolina;2015;49500;135;3;Manual;Blanco;Barcelona
ABARTH;500;11990;Gasolina;2014;64000;135;3;Manual;Blanco;Valencia
ABARTH;500;11250;Gasolina;2014;100867;135;3;Manual;Rojo;Alicante
ABARTH;500;12000;Gasolina;2014;70000;135;3;Manual;Blanco;Tenerife
ABARTH;500;11400;Gasolina;2014;120000;135;3;Manual;Blanco;Soria
ABARTH;500;8200;Gasolina;2011;101000;135;3;Automatico;Beige;Madrid
ABARTH;500;7900;Gasolina;2009;118000;135;3;Manual;Gris;Barcelona
ABARTH;500C;25890;Gasolina;2021;1;165;2;Automatico;Gris;Zaragoza
ABARTH;500C;19350;Gasolina;2020;1;145;2;Manual;Blanco;Madrid
ABARTH;500C;21950;Gasolina;2020;1;165;2;Manual;Rojo;Madrid
ABARTH;500C;26410;Gasolina;2020;0;145;2;Manual;Blanco;Granada
ABARTH;500C;16500;Gasolina;2018;54000;145;2;Automatico;Negro;Malaga
ABARTH;500C;15990;Gasolina;2018;62310;145;2;Automatico;Blanco;Murcia
ABARTH;500C;25600;Gasolina;2018;21500;180;2;Automatico;Azul;Zaragoza
ABARTH;500C;28900;Gasolina;2018;6200;180;2;Automatico;Gris;Baleares
ABARTH;500C;16900;Gasolina;2018;56000;145;2;Automatico;Negro;Madrid
ABARTH;500C;21900;Gasolina;2016;49500;165;2;Automatico;Negro;Malaga
ABARTH;500C;15900;Gasolina;2016;30000;140;2;Automatico;Gris;Barcelona
ABARTH;500C;14900;Gasolina;2016;43000;140;2;Automatico;Gris;Barcelona
ABARTH;500C;13900;Gasolina;2015;47000;135;2;Manual;Gris;Malaga
ABARTH;500C;14500;Gasolina;2015;53000;135;2;Automatico;Beige;Valencia
ABARTH;500C;15990;Gasolina;2015;28000;160;2;Manual;Rojo;Pontevedra
ABARTH;500C;15000;Gasolina;2014;69000;160;2;Manual;Gris;Leon
ABARTH;500C;15990;Gasolina;2014;45800;160;2;Manual;Rojo;Vizcaya
ABARTH;500C;8699;Gasolina;2013;160000;135;2;Manual;Gris;Barcelona
ABARTH;500C;15500;Gasolina;2012;76900;140;2;Automatico;Rojo;Barcelona
ABARTH;500C;10200;Gasolina;2012;128000;160;2;Automatico;Gris;Zaragoza
ABARTH;500C;15490;Gasolina;2012;47000;140;2;Automatico;Gris;Malaga
ABARTH;500C;13100;Gasolina;2011;49993;140;2;Automatico;Blanco;Barcelona
ABARTH;Punto EVO;7900;Gasolina;2012;140000;165;3;Manual;Rojo;Pontevedra
ABARTH;Punto EVO;12999;Gasolina;2011;110000;165;3;Manual;Blanco;Barcelona
ALFA ROMEO;146;2750;Diesel;2005;320000;121;5;Manual;Azul;Madrid
ALFA ROMEO;147;3950;Diesel;2010;194000;120;5;Manual;Negro;Barcelona
ALFA ROMEO;147;3300;Diesel;2009;220000;132;5;Manual;Rojo;Madrid
ALFA ROMEO;147;6000;Diesel;2009;98400;120;5;Manual;Beige;Valencia
ALFA ROMEO;147;4300;Diesel;2009;119416;120;5;Manual;Beige;Madrid
ALFA ROMEO;147;2000;Diesel;2008;260000;121;5;Manual;Negro;Baleares
ALFA ROMEO;147;4500;Gasolina;2008;145345;142;3;Manual;Negro;Madrid
ALFA ROMEO;147;2600;Diesel;2008;189000;120;5;Manual;Negro;Cadiz
ALFA ROMEO;147;2500;Gasolina;2008;185000;120;3;Manual;Rojo;Asturias
ALFA ROMEO;147;3800;Diesel;2008;170000;120;5;Manual;Negro;Asturias
ALFA ROMEO;147;3500;Gasolina;2008;127943;105;3;Manual;Negro;Castellon
ALFA ROMEO;147;3500;Gasolina;2008;174701;105;3;Manual;Gris;Lugo
ALFA ROMEO;147;2000;Diesel;2008;230000;120;5;Manual;Negro;Madrid
ALFA ROMEO;147;2300;Diesel;2008;237000;120;5;Manual;Azul;Sevilla
ALFA ROMEO;147;2990;Diesel;2007;240000;120;5;Manual;Rojo;Barcelona
ALFA ROMEO;147;4500;Gasolina;2007;159000;105;5;Manual;Rojo;Madrid
ALFA ROMEO;147;3000;Diesel;2007;190000;120;3;Manual;Rojo;Granada
ALFA ROMEO;147;3000;Diesel;2007;105000;120;3;Manual;Rojo;Valencia
ALFA ROMEO;147;3600;Gasolina;2007;134000;105;3;Manual;Rojo;Madrid
ALFA ROMEO;147;1900;Gasolina;2007;231000;105;5;Manual;Negro;Barcelona
ALFA ROMEO;147;2500;Diesel;2006;119000;120;3;Manual;Negro;Barcelona
ALFA ROMEO;147;2900;Diesel;2006;206000;120;3;Manual;Rojo;Huelva
ALFA ROMEO;147;2500;Diesel;2006;180000;120;3;Manual;Gris;Sevilla
ALFA ROMEO;147;3500;Diesel;2006;175000;120;3;Manual;Gris;Orense
ALFA ROMEO;147;2890;Gasolina;2005;130000;105;3;Manual;Azul;Madrid
ALFA ROMEO;147;3000;Diesel;2005;148388;120;5;Manual;Rojo;Alicante
ALFA ROMEO;147;2650;Diesel;2005;280649;115;5;Manual;Beige;Valencia
ALFA ROMEO;147;3000;Diesel;2005;260000;150;3;Manual;Negro;Burgos
ALFA ROMEO;147;1250;Gasolina;2005;130000;105;5;Manual;Rojo;Barcelona
ALFA ROMEO;147;3490;Diesel;2005;118000;120;5;Manual;Gris;Madrid
ALFA ROMEO;147;2500;Gasolina;2005;134000;105;3;Manual;Rojo;Barcelona
ALFA ROMEO;147;1400;Diesel;2005;280000;121;5;Manual;Gris;Sevilla
ALFA ROMEO;147;2900;Diesel;2005;250000;100;5;Manual;Negro;Alicante
ALFA ROMEO;147;3400;Diesel;2004;104000;110;3;Manual;Negro;Leon
ALFA ROMEO;147;1799;Diesel;2004;227000;115;3;Manual;Rojo;Madrid
ALFA ROMEO;147;2000;Diesel;2004;165000;99;3;Manual;Gris;Murcia
ALFA ROMEO;147;2490;Diesel;2004;228900;115;3;Manual;Negro;Zaragoza
ALFA ROMEO;147;1200;Gasolina;2004;292;147;5;Manual;Rojo;Albacete
ALFA ROMEO;147;3500;Gasolina;2004;122000;105;3;Manual;Rojo;Alicante
ALFA ROMEO;147;1950;Diesel;2003;247000;140;3;Manual;Rojo;Granada
ALFA ROMEO;147;2000;Gasolina;2003;121000;105;5;Manual;Negro;Alicante
ALFA ROMEO;147;1250;Gasolina;2003;222000;105;5;Manual;Gris;Girona
ALFA ROMEO;147;400;Gasolina;2003;160000;102;5;Manual;Rojo;Cadiz
ALFA ROMEO;147;750;Gasolina;2003;213000;120;3;Manual;Rojo;Madrid
ALFA ROMEO;147;2000;Diesel;2002;334000;115;3;Manual;Negro;Burgos
ALFA ROMEO;147;1500;Diesel;2002;340000;115;5;Manual;Azul;Malaga
ALFA ROMEO;147;2500;Gasolina;2001;151000;120;5;Manual;Gris;Madrid
ALFA ROMEO;156;2200;Diesel;2005;225850;115;4;Manual;Gris;Madrid
ALFA ROMEO;156;2750;Diesel;2005;180000;140;4;Manual;Negro;Barcelona
ALFA ROMEO;156;3000;Diesel;2005;236000;137;5;Manual;Azul;Zamora
ALFA ROMEO;156;2600;Gasolina;2005;164000;218;5;Automatico;Negro;Baleares
ALFA ROMEO;156;2000;Diesel;2005;197000;115;5;Manual;Negro;Valencia
ALFA ROMEO;156;1200;Diesel;2004;354000;115;4;Manual;Negro;Madrid
ALFA ROMEO;156;3140;Diesel;2004;170000;140;4;Manual;Verde;Asturias
ALFA ROMEO;156;4500;Diesel;2004;182000;112;4;Manual;Negro;Huelva
ALFA ROMEO;156;1199;Diesel;2004;220000;120;5;Manual;Negro;Badajoz
ALFA ROMEO;156;1100;Diesel;2004;167918;121;4;Manual;Beige;Valencia
ALFA ROMEO;156;2600;Gasolina;2004;100000;165;4;Manual;Negro;Alicante
ALFA ROMEO;156;1500;Diesel;2002;300000;115;5;Manual;Gris;Madrid
ALFA ROMEO;156;1300;Gasolina;2001;125000;120;4;Manual;Azul;Barcelona
ALFA ROMEO;156;1300;Diesel;2001;245000;115;5;Manual;Gris;Pontevedra
ALFA ROMEO;156;1500;Diesel;2001;265846;110;4;Manual;Negro;Segovia
ALFA ROMEO;156;1000;Diesel;2001;360000;110;5;Manual;Azul;Asturias
ALFA ROMEO;156;2000;Gasolina;2000;150000;140;5;Manual;Blanco;Alicante
ALFA ROMEO;156;3000;Gasolina;2000;168216;120;4;Manual;Gris;Madrid
ALFA ROMEO;156;1800;Diesel;1999;240000;105;4;Manual;Negro;Granada
ALFA ROMEO;156;1500;Diesel;1999;301000;110;5;Manual;Verde;Malaga
ALFA ROMEO;159;6990;Diesel;2011;157448;136;4;Manual;Blanco;Sevilla
ALFA ROMEO;159;6700;Diesel;2010;134000;150;5;Manual;Blanco;Madrid
ALFA ROMEO;159;6200;Diesel;2010;180000;138;5;Manual;Rojo;Madrid
ALFA ROMEO;159;6695;Diesel;2009;170000;210;5;Manual;Marron;Madrid
ALFA ROMEO;159;4900;Diesel;2008;266500;116;5;Manual;Negro;Alicante
ALFA ROMEO;159;4000;Diesel;2008;214569;150;4;Manual;Rojo;Huelva
ALFA ROMEO;159;5495;Diesel;2008;129762;150;4;Manual;Gris;Malaga
ALFA ROMEO;159;5000;Diesel;2008;155000;195;5;Automatico;Gris;Almeria
ALFA ROMEO;159;3500;Diesel;2008;274000;150;4;Manual;Negro;Ciudad Real
ALFA ROMEO;159;4800;Diesel;2008;185000;150;5;Manual;Rojo;A Coruña
ALFA ROMEO;159;1390;Diesel;2008;218500;131;5;Manual;Rojo;La Rioja
ALFA ROMEO;159;5900;Diesel;2008;250000;150;4;Manual;Marron;Valencia
ALFA ROMEO;159;3950;Diesel;2008;185500;150;4;Manual;Negro;Malaga
ALFA ROMEO;159;4950;Diesel;2008;191500;134;5;Manual;Negro;A Coruña
ALFA ROMEO;159;4490;Diesel;2007;228000;150;4;Automatico;Gris;Madrid
ALFA ROMEO;159;3999;Diesel;2007;250000;150;4;Manual;Gris;Madrid
ALFA ROMEO;159;5990;Diesel;2007;178250;200;4;Automatico;Gris;Tarragona
ALFA ROMEO;159;4995;Diesel;2007;199000;150;5;Manual;Negro;Madrid
ALFA ROMEO;159;3700;Diesel;2006;250000;129;5;Manual;Gris;Ciudad Real
ALFA ROMEO;159;4500;Diesel;2006;262000;200;4;Manual;Rojo;Asturias
ALFA ROMEO;159;3499;Gasolina;2006;263000;139;4;Manual;Azul;Malaga
ALFA ROMEO;159;2950;Diesel;2006;290;115;5;Manual;Gris;Malaga
ALFA ROMEO;159;3490;Diesel;2006;153000;150;4;Manual;Gris;Albacete
ALFA ROMEO;159;5900;Diesel;2006;170000;200;4;Automatico;Negro;Valencia
ALFA ROMEO;159;3600;Diesel;2006;190000;121;4;Manual;Negro;Valencia
ALFA ROMEO;159;3700;Gasolina;2006;123000;160;4;Manual;Gris;Barcelona
ALFA ROMEO;164;13000;Gasolina;1992;235000;200;4;Manual;Rojo;Madrid
ALFA ROMEO;33;2500;Gasolina;1988;85000;105;5;Manual;Marron;Vizcaya
ALFA ROMEO;33;2000;Gasolina;1987;386000;118;5;Manual;Negro;Madrid
ALFA ROMEO;33;2000;Gasolina;1987;387000;114;5;Manual;Negro;Madrid
ALFA ROMEO;Brera;8000;Diesel;2010;192000;210;3;Manual;Azul;Valencia
ALFA ROMEO;Brera;8000;Diesel;2010;154000;210;3;Manual;Blanco;Lleida
ALFA ROMEO;Brera;5200;Diesel;2008;2150;210;3;Manual;Negro;Toledo
ALFA ROMEO;Brera;7500;Diesel;2007;160000;210;3;Manual;Blanco;Toledo
ALFA ROMEO;Brera;4900;Diesel;2007;285000;115;3;Manual;Blanco;Madrid
ALFA ROMEO;Brera;8750;Diesel;2006;103000;200;3;Manual;Azul;Almeria
ALFA ROMEO;Brera;5700;Gasolina;2006;150000;185;3;Manual;Gris;Madrid
ALFA ROMEO;Brera;8000;Diesel;2006;140000;200;3;Manual;Negro;Almeria
ALFA ROMEO;Giulia;29990;Diesel;2020;4;160;4;Manual;Azul;Navarra
ALFA ROMEO;Giulia;42100;Gasolina;2020;6000;280;4;Automatico;Blanco;Madrid
ALFA ROMEO;Giulia;36900;Gasolina;2020;10;200;4;Automatico;Negro;Barcelona
ALFA ROMEO;Giulia;27990;Diesel;2020;1;160;4;Manual;Gris;Valencia
ALFA ROMEO;Giulia;35400;Gasolina;2020;1;200;4;Automatico;Blanco;Leon
ALFA ROMEO;Giulia;46990;Gasolina;2020;215;280;4;Automatico;Blanco;Zaragoza
ALFA ROMEO;Giulia;39900;Gasolina;2020;7057;280;4;Automatico;Azul;Madrid
ALFA ROMEO;Giulia;36500;Gasolina;2019;27000;280;4;Automatico;Azul;Alicante
ALFA ROMEO;Giulia;35000;Diesel;2019;75;160;4;Automatico;Blanco;Guipuzcoa
ALFA ROMEO;Giulia;29900;Diesel;2019;10023;160;4;Manual;Blanco;Baleares
ALFA ROMEO;Giulia;33300;Diesel;2019;1;160;4;Manual;Azul;Madrid
ALFA ROMEO;Giulia;32790;Diesel;2019;0;160;4;Manual;Blanco;Valencia
ALFA ROMEO;Giulia;28990;Diesel;2019;10;160;4;Manual;Gris;Toledo
ALFA ROMEO;Giulia;33990;Gasolina;2019;0;200;4;Automatico;Negro;Barcelona
ALFA ROMEO;Giulia;39900;Gasolina;2019;9940;280;4;Automatico;Rojo;Malaga
ALFA ROMEO;Giulia;20400;Diesel;2018;91900;150;4;Automatico;Negro;Pontevedra
ALFA ROMEO;Giulia;19990;Diesel;2018;44200;150;4;Automatico;Rojo;Ciudad Real
ALFA ROMEO;Giulia;20500;Diesel;2018;76000;150;4;Automatico;Gris;Ciudad Real
ALFA ROMEO;Giulia;17500;Diesel;2018;95500;150;4;Automatico;Gris;Avila
ALFA ROMEO;Giulia;20500;Diesel;2018;76000;150;4;Automatico;Gris;Ciudad Real
ALFA ROMEO;Giulia;23990;Diesel;2018;19361;180;4;Automatico;Rojo;Ciudad Real
ALFA ROMEO;Giulia;18500;Diesel;2018;74808;150;4;Manual;Blanco;Madrid
ALFA ROMEO;Giulia;21990;Diesel;2018;54500;180;4;Automatico;Gris;Madrid
ALFA ROMEO;Giulia;17500;Diesel;2018;95500;150;4;Automatico;Gris;Salamanca
ALFA ROMEO;Giulia;29500;Diesel;2018;35000;210;4;Automatico;Azul;Granada
ALFA ROMEO;Giulia;17850;Diesel;2018;82000;150;4;Automatico;Gris;Barcelona
ALFA ROMEO;Giulia;21000;Gasolina;2017;48000;200;4;Automatico;Rojo;Barcelona
ALFA ROMEO;Giulia;20900;Diesel;2017;86000;150;4;Automatico;Rojo;Valladolid
ALFA ROMEO;Giulia;21990;Diesel;2017;54500;180;4;Automatico;Gris;Avila
ALFA ROMEO;Giulia;17490;Diesel;2017;124000;150;4;Automatico;Azul;Valladolid
ALFA ROMEO;Giulia;17990;Diesel;2017;54500;150;4;Manual;Rojo;Salamanca
ALFA ROMEO;Giulia;22900;Diesel;2017;34500;150;4;Manual;Rojo;Valladolid
ALFA ROMEO;Giulia;27500;Diesel;2017;75000;210;4;Automatico;Azul;Guipuzcoa
ALFA ROMEO;Giulia;20990;Diesel;2017;51300;150;4;Automatico;Rojo;Valencia
ALFA ROMEO;Giulia;22900;Diesel;2017;166000;150;4;Automatico;Gris;A Coruña
ALFA ROMEO;Giulia;18800;Diesel;2017;83394;150;4;Manual;Blanco;Ciudad Real
ALFA ROMEO;Giulia;17990;Diesel;2017;16700;150;4;Manual;Azul;Avila
ALFA ROMEO;Giulia;19400;Diesel;2017;83000;150;4;Automatico;Gris;Barcelona
ALFA ROMEO;Giulia;17990;Diesel;2017;21000;150;4;Manual;Negro;Barcelona
ALFA ROMEO;Giulia;16800;Diesel;2016;169000;150;4;Manual;Negro;A Coruña
ALFA ROMEO;Giulia;17520;Diesel;2016;90175;150;4;Manual;Gris;Salamanca
ALFA ROMEO;Giulia;23300;Diesel;2016;25000;136;4;Manual;Negro;A Coruña
ALFA ROMEO;Giulia;18900;Diesel;2016;94000;150;4;Manual;Rojo;Asturias
ALFA ROMEO;Giulia;17299;Diesel;2016;101054;150;4;Manual;Rojo;Madrid
ALFA ROMEO;Giulia;17500;Diesel;2016;101054;150;4;Manual;Rojo;Badajoz
ALFA ROMEO;Giulia;20700;Diesel;2016;60046;180;4;Manual;Azul;Tarragona
ALFA ROMEO;Giulietta;18400;Gasolina;2020;1;120;5;Manual;Gris;Leon
ALFA ROMEO;Giulietta;19700;Gasolina;2020;0;120;5;Manual;Blanco;Baleares
ALFA ROMEO;Giulietta;18500;Gasolina;2019;25000;103;5;Manual;Negro;Madrid
ALFA ROMEO;Giulietta;15900;Diesel;2019;20633;120;5;Manual;Blanco;Almeria
ALFA ROMEO;Giulietta;17000;Gasolina;2019;14000;120;5;Manual;Azul;Valencia
ALFA ROMEO;Giulietta;19400;Gasolina;2019;10;120;5;Manual;Blanco;Alava
ALFA ROMEO;Giulietta;18990;Gasolina;2019;50;120;5;Manual;Blanco;La Rioja
ALFA ROMEO;Giulietta;15700;Gasolina;2019;14500;144;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;13500;Diesel;2018;73000;120;5;Automatico;Gris;Valencia
ALFA ROMEO;Giulietta;10990;Diesel;2018;129790;120;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;14990;Diesel;2018;23317;120;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;14350;Gasolina;2018;44287;120;5;Manual;Gris;Valencia
ALFA ROMEO;Giulietta;13250;Diesel;2018;91393;120;5;Manual;Blanco;Alicante
ALFA ROMEO;Giulietta;15800;Diesel;2017;65808;150;5;Manual;Blanco;Malaga
ALFA ROMEO;Giulietta;8950;Diesel;2016;150000;105;5;Manual;Blanco;Sevilla
ALFA ROMEO;Giulietta;13900;Gasolina;2016;75300;120;5;Manual;Gris;Malaga
ALFA ROMEO;Giulietta;9490;Diesel;2016;125507;105;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;11550;Diesel;2016;74500;120;5;Manual;Rojo;Cordoba
ALFA ROMEO;Giulietta;14890;Gasolina;2015;116000;170;5;Automatico;Rojo;Valencia
ALFA ROMEO;Giulietta;11990;Diesel;2015;110991;105;5;Manual;Gris;Barcelona
ALFA ROMEO;Giulietta;9500;Diesel;2015;56000;105;5;Manual;Blanco;Cordoba
ALFA ROMEO;Giulietta;14890;Gasolina;2015;116000;170;5;Automatico;Rojo;Madrid
ALFA ROMEO;Giulietta;11900;Diesel;2015;156000;105;5;Manual;Gris;Ciudad Real
ALFA ROMEO;Giulietta;10750;Diesel;2015;80000;126;5;Manual;Negro;Almeria
ALFA ROMEO;Giulietta;10450;Diesel;2015;93000;150;5;Manual;Gris;Sevilla
ALFA ROMEO;Giulietta;10450;Diesel;2015;93000;150;5;Manual;Gris;Barcelona
ALFA ROMEO;Giulietta;14890;Gasolina;2015;116000;170;5;Automatico;Rojo;Sevilla
ALFA ROMEO;Giulietta;7500;Diesel;2014;105000;105;5;Manual;Blanco;Las Palmas
ALFA ROMEO;Giulietta;10000;Diesel;2014;85000;105;5;Manual;Rojo;Vizcaya
ALFA ROMEO;Giulietta;9950;Diesel;2014;87000;150;5;Manual;Gris;Valencia
ALFA ROMEO;Giulietta;10000;Diesel;2014;108000;105;5;Manual;Gris;Valencia
ALFA ROMEO;Giulietta;7499;Diesel;2014;110000;135;5;Manual;Blanco;Valencia
ALFA ROMEO;Giulietta;10100;Diesel;2014;159000;140;5;Manual;Gris;A Coruña
ALFA ROMEO;Giulietta;10490;Diesel;2014;107000;105;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;11000;Diesel;2014;78000;150;5;Manual;Azul;Malaga
ALFA ROMEO;Giulietta;11500;Diesel;2014;71000;105;5;Manual;Blanco;Malaga
ALFA ROMEO;Giulietta;7100;Diesel;2013;117000;105;5;Manual;Blanco;Barcelona
ALFA ROMEO;Giulietta;9490;Diesel;2013;129000;140;5;Manual;Blanco;Zaragoza
ALFA ROMEO;Giulietta;7990;Diesel;2012;109000;105;5;Manual;Blanco;Malaga
ALFA ROMEO;Giulietta;7300;Diesel;2012;162000;140;5;Manual;Blanco;Sevilla
ALFA ROMEO;Giulietta;7700;Diesel;2012;105000;140;5;Manual;Negro;Valencia
ALFA ROMEO;Giulietta;15500;Gasolina;2012;76000;235;5;Manual;Rojo;Valencia
ALFA ROMEO;Giulietta;7990;Diesel;2012;113000;140;5;Manual;Negro;Murcia
ALFA ROMEO;Giulietta;9900;Gasolina;2012;136000;170;5;Automatico;Rojo;Madrid
ALFA ROMEO;Giulietta;5900;Diesel;2012;182000;128;5;Manual;Rojo;Huelva
ALFA ROMEO;Giulietta;10490;Gasolina;2012;127000;170;5;Automatico;Blanco;Madrid
ALFA ROMEO;Giulietta;9500;Diesel;2011;93000;105;5;Manual;Blanco;Barcelona
ALFA ROMEO;Giulietta;8500;Diesel;2011;237000;125;5;Manual;Gris;Cantabria
ALFA ROMEO;Giulietta;7000;Diesel;2011;140000;105;5;Manual;Rojo;Albacete
ALFA ROMEO;Giulietta;6250;Diesel;2011;158000;105;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;6900;Diesel;2011;173000;140;5;Manual;Azul;Madrid
ALFA ROMEO;Giulietta;9000;Gasolina;2011;96775;120;5;Manual;Blanco;Tarragona
ALFA ROMEO;Giulietta;6500;Diesel;2011;176000;105;5;Manual;Blanco;Madrid
ALFA ROMEO;Giulietta;8999;Diesel;2011;114000;140;5;Manual;Gris;Alicante
ALFA ROMEO;Giulietta;7800;Diesel;2011;252000;105;5;Manual;Negro;A Coruña
ALFA ROMEO;Giulietta;5600;Diesel;2010;180000;105;5;Manual;Gris;Castellon
ALFA ROMEO;Giulietta;6990;Diesel;2010;94000;105;5;Manual;Blanco;Valencia
ALFA ROMEO;GT;4000;Diesel;2009;185000;144;3;Manual;Negro;Navarra
ALFA ROMEO;GT;8500;Diesel;2007;85000;150;3;Manual;Negro;Barcelona
ALFA ROMEO;GT;3500;Diesel;2007;195000;150;3;Manual;Rojo;Madrid
ALFA ROMEO;GT;4900;Diesel;2007;198000;101;3;Manual;Rojo;Guadalajara
ALFA ROMEO;GT;2700;Diesel;2007;245369;150;3;Manual;Marron;Madrid
ALFA ROMEO;GT;2800;Diesel;2007;327000;150;3;Manual;Negro;Madrid
ALFA ROMEO;GT;3990;Diesel;2007;180000;111;5;Manual;Gris;Alicante
ALFA ROMEO;GT;5000;Diesel;2007;200000;107;3;Manual;Rojo;Cadiz
ALFA ROMEO;GT;3800;Diesel;2006;157000;100;3;Manual;Granate;Madrid
